pc_time_s,time_us,sensor,sweep,basestation,polynomial,lfsr_location
1777911476.412656,311092836,2,0,4,9,72216
1777911476.4143076,311092836,2,1,4,9,30583
1777911476.4163294,311092836,2,0,10,20,78842
1777911476.4181232,311092836,2,1,10,20,39510
1777911476.5108614,311193471,2,0,3,6,51259
1777911476.5135195,311193471,2,0,4,8,72204
1777911476.5156345,311193471,2,1,4,8,30570
1777911476.5169852,311193471,2,0,10,21,78832
1777911476.518638,311193471,2,1,10,21,39497
1777911476.6118445,311294322,2,0,3,6,51259
1777911476.6149807,311294322,2,0,4,8,72175
1777911476.6166508,311294322,2,1,4,9,30544
1777911476.6181865,311294322,2,0,10,21,78803
1777911476.620268,311294322,2,1,10,21,39470
1777911476.7138073,311394919,2,0,3,6,51259
1777911476.7161112,311394919,2,0,4,8,72136
1777911476.7179914,311394919,2,1,4,9,30523
1777911476.719565,311394919,2,0,10,21,78763
1777911476.7213473,311394919,2,1,10,20,39455
1777911476.8137846,311495817,2,0,3,6,51259
1777911476.8162785,311495817,2,0,4,9,72138
1777911476.8177156,311495817,2,1,4,9,30537
1777911476.81952,311495817,2,0,10,21,78761
1777911476.8216624,311495817,2,1,10,20,39460
1777911476.9142308,311596376,2,0,3,6,51259
1777911476.9171934,311596376,2,0,4,8,72174
1777911476.9195817,311596376,2,1,4,8,30562
1777911476.9217901,311596376,2,0,10,20,78793
1777911476.9246056,311596376,2,1,10,20,39480
1777911477.014516,311696940,2,0,3,6,51259
1777911477.0175,311696940,2,0,4,8,72203
1777911477.0189993,311696940,2,1,4,8,30592
1777911477.0204823,311696940,2,0,10,21,78809
1777911477.0217905,311696940,2,1,10,21,39502
1777911477.115314,311797459,2,0,3,6,51259
1777911477.1177788,311797459,2,0,4,8,72233
1777911477.1198905,311797459,2,1,4,8,30620
1777911477.121313,311797459,2,0,10,21,78831
1777911477.1226783,311797459,2,1,10,20,39522
1777911477.2159295,311897961,2,0,3,6,51259
