pc_time_s,time_us,sensor,sweep,basestation,polynomial,lfsr_location
1778149561.7086003,230699839,0,0,1,3,32752
1778149561.7932653,230699839,0,0,4,8,46499
1778149561.7941332,230699839,0,1,4,8,75525
1778149561.79491,230699839,0,0,10,20,45810
1778149561.795723,230699839,0,1,10,20,76572
1778149561.79649,230699839,1,0,0,1,5614
1778149561.7972329,230699839,1,0,1,3,23587
1778149561.7979934,230699839,1,0,4,9,47041
1778149561.7986987,230699839,1,1,4,8,75068
1778149561.7994158,230699839,1,0,10,20,46739
1778149561.8002918,230699839,1,1,10,20,76967
1778149561.8011234,230699839,1,0,11,22,32015
1778149561.8019297,230699839,2,0,4,9,73704
1778149561.8029594,230699839,2,1,4,9,45862
1778149561.8035898,230699839,2,0,10,21,46130
1778149561.804046,230699839,2,1,10,21,75838
1778149561.8045013,230699839,3,0,4,8,74115
1778149561.805029,230699839,3,1,4,9,45212
1778149561.8057873,230699839,3,0,8,16,64933
1778149561.8065236,230699839,3,0,10,20,45139
1778149561.8072987,230699839,3,1,10,20,75412
1778149561.8080873,230801520,0,0,1,3,32752
1778149561.8956292,230801520,0,0,4,9,46445
1778149561.8967204,230801520,0,1,4,9,75225
1778149561.8980384,230801520,0,0,10,21,45955
1778149561.89888,230801520,0,1,10,21,76545
1778149561.8997014,230801520,1,0,0,1,5614
1778149561.900447,230801520,1,0,1,3,23587
1778149561.9012706,230801520,1,0,4,9,46712
1778149561.9020243,230801520,1,1,4,9,74447
1778149561.9028144,230801520,1,0,10,21,46781
1778149561.9035776,230801520,1,1,10,21,76670
1778149561.904325,230801520,1,0,11,22,32015
1778149561.9050891,230801520,2,0,4,9,73226
1778149561.9058125,230801520,2,1,4,9,45436
1778149561.9065163,230801520,2,0,10,20,45964
1778149561.9073434,230801520,2,1,10,20,75477
1778149561.9081297,230801520,3,0,4,9,73879
1778149561.9088464,230801520,3,1,4,9,45018
1778149561.909597,230801520,3,0,8,16,64933
1778149561.9103255,230801520,3,0,10,21,45100
1778149561.9110906,230801520,3,1,10,21,75322
1778149561.9118571,230903240,0,0,1,3,32752
1778149561.9966352,230903240,0,0,4,8,46227
1778149561.9975035,230903240,0,1,4,9,74793
1778149561.9982717,230903240,0,0,10,21,46029
1778149561.9990728,230903240,0,1,10,21,76386
1778149561.9998615,230903240,1,0,0,1,5614
1778149562.0005865,230903240,1,0,1,3,23587
1778149562.0013595,230903240,1,0,4,8,46271
1778149562.0021002,230903240,1,1,4,8,73593
1778149562.0028234,230903240,1,0,10,21,46737
1778149562.0036373,230903240,1,1,10,21,76294
1778149562.0044298,230903240,1,0,11,22,32015
1778149562.0052254,230903240,2,0,4,9,72717
1778149562.0059748,230903240,2,1,4,9,44950
1778149562.0066903,230903240,2,0,10,20,45761
1778149562.007495,230903240,2,1,10,20,75100
1778149562.0083807,230903240,3,0,4,8,73574
1778149562.0090945,230903240,3,1,4,8,44762
1778149562.0095642,230903240,3,0,8,16,64933
1778149562.0103395,230903240,3,0,10,21,45029
1778149562.01112,230903240,3,1,10,21,75148
1778149562.011893,231005097,0,0,1,3,32752
1778149562.0984166,231005097,0,0,4,9,45895
1778149562.0992928,231005097,0,1,4,9,74106
1778149562.1000195,231005097,0,0,10,20,46028
1778149562.1008186,231005097,0,1,10,20,76105
1778149562.1031852,231005097,1,0,0,1,5614
1778149562.1046805,231005097,1,0,1,3,23587
1778149562.1051636,231005097,1,0,4,9,45699
1778149562.105842,231005097,1,1,4,9,72797
1778149562.106399,231005097,1,0,10,20,46570
1778149562.106831,231005097,1,1,10,20,75695
1778149562.1076255,231005097,1,0,11,22,32015
1778149562.1084375,231005097,2,0,4,8,72035
1778149562.109244,231005097,2,1,4,8,44301
1778149562.1098487,231005097,2,0,10,21,45518
1778149562.1106918,231005097,2,1,10,21,74636
1778149562.1111746,231005097,3,0,4,9,73169
1778149562.1115696,231005097,3,1,4,9,44417
1778149562.1119752,231005097,3,0,8,16,64933
1778149562.1123955,231005097,3,0,10,20,44875
1778149562.1128175,231005097,3,1,10,20,74817
1778149562.113245,231106829,0,0,1,3,32752
1778149562.2005434,231106829,0,0,4,8,45454
1778149562.2013376,231106829,0,1,4,8,73602
1778149562.2021925,231106829,0,0,10,21,45918
1778149562.2030876,231106829,0,1,10,21,75664
1778149562.2039158,231106829,1,0,0,1,5614
1778149562.204695,231106829,1,0,1,3,23587
1778149562.20548,231106829,1,0,4,8,44872
1778149562.2062411,231106829,1,1,4,8,72051
1778149562.2070303,231106829,1,0,10,21,46323
1778149562.2078562,231106829,1,1,10,21,75184
1778149562.2086875,231106829,1,0,11,22,32015
1778149562.2102773,231106829,2,0,4,8,71491
1778149562.2116609,231106829,2,1,4,8,43650
1778149562.2131147,231106829,2,0,10,21,45118
1778149562.2146027,231106829,2,1,10,21,74159
1778149562.215469,231106829,3,0,4,8,72710
1778149562.2163637,231106829,3,1,4,8,43898
1778149562.2171574,231106829,3,0,8,16,64933
1778149562.21798,231106829,3,0,10,21,44693
1778149562.2188401,231106829,3,1,10,21,74476
1778149562.219686,231208451,0,0,1,3,32752
1778149562.301854,231208451,0,0,4,9,44940
1778149562.3027189,231208451,0,1,4,9,72799
1778149562.3035018,231208451,0,0,10,21,45774
1778149562.304246,231208451,0,1,10,20,75324
1778149562.305057,231208451,1,0,0,1,5614
1778149562.305839,231208451,1,0,1,3,23587
1778149562.3066442,231208451,1,0,4,9,44281
1778149562.3073668,231208451,1,1,4,9,71314
1778149562.308057,231208451,1,0,10,21,45971
1778149562.3088377,231208451,1,1,10,21,74627
1778149562.3096056,231208451,1,0,11,22,32015
1778149562.3106396,231208451,2,0,4,9,70942
1778149562.31138,231208451,2,1,4,9,42988
1778149562.3121033,231208451,2,0,10,20,44769
1778149562.3129423,231208451,2,1,10,21,73777
1778149562.3137152,231208451,3,0,4,9,72200
1778149562.314506,231208451,3,1,4,9,43516
1778149562.3152087,231208451,3,0,8,16,64933
1778149562.3160052,231208451,3,0,10,21,44436
1778149562.316804,231208451,3,1,10,21,74082
1778149562.3175702,231310314,0,0,1,3,32752
1778149562.4043145,231310314,0,0,4,9,44363
1778149562.4054527,231310314,0,1,4,9,72098
1778149562.4065876,231310314,0,0,10,20,45575
1778149562.4076707,231310314,0,1,10,20,74737
1778149562.4088352,231310314,1,0,0,1,5614
1778149562.4098914,231310314,1,0,1,3,23587
1778149562.410809,231310314,1,0,4,9,43503
1778149562.4116235,231310314,1,1,4,9,70548
1778149562.4124808,231310314,1,0,10,20,45612
1778149562.413374,231310314,1,1,10,20,73976
1778149562.4141867,231310314,1,0,11,22,32015
1778149562.4150743,231310314,2,0,4,8,70492
1778149562.4158938,231310314,2,1,4,8,42452
1778149562.4167342,231310314,2,0,10,21,44377
1778149562.4175506,231310314,2,1,10,21,72997
1778149562.4183526,231310314,3,0,4,9,71681
1778149562.4190798,231310314,3,1,4,9,42914
1778149562.4198353,231310314,3,0,8,16,64933
1778149562.4206135,231310314,3,0,10,20,44185
1778149562.4214098,231310314,3,1,10,20,73639
1778149562.4221637,231412242,0,0,1,3,32752
1778149562.5051932,231412242,0,0,4,8,43733
1778149562.5057433,231412242,0,1,4,8,71405
1778149562.5062468,231412242,0,0,10,20,45259
1778149562.5067258,231412242,0,1,10,20,74076
1778149562.5072114,231412242,1,0,0,1,5614
1778149562.5075858,231412242,1,0,1,3,23587
1778149562.5079885,231412242,1,0,4,8,42554
1778149562.5083823,231412242,1,1,4,8,69820
1778149562.508769,231412242,1,0,10,20,45207
1778149562.5091996,231412242,1,1,10,20,73150
1778149562.5096116,231412242,1,0,11,22,32015
1778149562.5100498,231412242,2,0,4,9,69825
1778149562.5104415,231412242,2,1,4,9,41655
1778149562.510827,231412242,2,0,10,21,43877
1778149562.5112538,231412242,2,1,10,21,72275
1778149562.5116634,231412242,3,0,4,8,71151
1778149562.5120776,231412242,3,1,4,8,42370
1778149562.512472,231412242,3,0,8,16,64933
1778149562.5128722,231412242,3,0,10,20,43887
1778149562.5133045,231412242,3,1,10,20,73059
1778149562.5138857,231513996,0,0,1,3,32752
1778149562.6076138,231513996,0,0,4,9,42926
1778149562.6084983,231513996,0,1,4,9,70749
1778149562.6092477,231513996,0,0,10,20,44924
1778149562.6100206,231513996,0,1,10,20,73492
1778149562.6108234,231513996,1,0,0,1,5614
1778149562.6115496,231513996,1,0,1,3,23587
1778149562.6123016,231513996,1,0,4,9,41761
1778149562.613015,231513996,1,1,4,9,69034
1778149562.614048,231513996,1,0,10,20,44733
1778149562.6148038,231513996,1,1,10,20,72437
1778149562.615527,231513996,1,0,11,22,32015
1778149562.6160617,231513996,2,0,4,9,69319
1778149562.6165018,231513996,2,1,4,9,40981
1778149562.6169546,231513996,2,0,10,20,43404
1778149562.617402,231513996,2,1,10,20,71662
1778149562.6178136,231513996,3,0,4,9,70558
1778149562.6182177,231513996,3,1,4,9,41807
1778149562.618605,231513996,3,0,8,16,64933
1778149562.6190023,231513996,3,0,10,20,43536
1778149562.6194274,231513996,3,1,10,20,72552
1778149562.619838,231615766,0,0,1,3,32752
1778149562.7098782,231615766,0,0,4,9,42272
1778149562.7108982,231615766,0,1,4,9,70056
1778149562.7116988,231615766,0,0,10,20,44557
1778149562.7125514,231615766,0,1,10,20,72925
1778149562.7133975,231615766,1,0,0,1,5614
1778149562.714126,231615766,1,0,1,3,23587
1778149562.7149222,231615766,1,0,4,9,41028
1778149562.7158966,231615766,1,1,4,9,68492
1778149562.7166922,231615766,1,0,10,20,44168
1778149562.7175355,231615766,1,1,10,20,71784
1778149562.7183814,231615766,1,0,11,22,32015
1778149562.7192078,231615766,2,0,4,8,68867
1778149562.7199912,231615766,2,1,4,8,40216
1778149562.7207997,231615766,2,0,10,20,42926
1778149562.721647,231615766,2,1,10,20,71078
1778149562.7224965,231615766,3,0,4,9,70100
1778149562.7232394,231615766,3,1,4,9,41241
1778149562.723975,231615766,3,0,8,16,64933
1778149562.7247393,231615766,3,0,10,20,43092
1778149562.7255318,231615766,3,1,10,20,72055
1778149562.7264762,231717778,0,0,1,3,32752
1778149562.8112588,231717778,0,0,4,9,41671
1778149562.812173,231717778,0,1,4,9,69574
1778149562.8129647,231717778,0,0,10,21,44103
1778149562.8138473,231717778,0,1,10,20,72381
1778149562.8147314,231717778,1,0,0,1,5614
1778149562.8156383,231717778,1,0,1,3,23587
1778149562.8164642,231717778,1,0,4,9,40297
1778149562.8172712,231717778,1,1,4,9,68033
1778149562.8180714,231717778,1,0,10,21,43776
1778149562.8189201,231717778,1,1,10,21,71106
1778149562.8197699,231717778,1,0,11,22,32015
1778149562.820571,231717778,2,0,4,8,68338
1778149562.8213456,231717778,2,1,4,8,39627
1778149562.8221247,231717778,2,0,10,20,42413
1778149562.823552,231717778,2,1,10,20,70523
1778149562.8244205,231717778,3,0,4,9,69641
1778149562.8252034,231717778,3,1,4,9,40539
1778149562.8260043,231717778,3,0,8,16,64933
1778149562.8268132,231717778,3,0,10,21,42693
1778149562.8276103,231717778,3,1,10,21,71416
1778149562.8284705,231819433,0,0,1,3,32752
1778149562.9131455,231819433,0,0,4,9,41064
1778149562.914522,231819433,0,1,4,9,69156
1778149562.9160588,231819433,0,0,10,21,43655
1778149562.9175284,231819433,0,1,10,21,71718
1778149562.919004,231819433,1,0,0,1,5614
1778149562.9203572,231819433,1,0,1,3,23587
1778149562.9216998,231819433,1,0,4,9,39725
1778149562.9230964,231819433,1,1,4,8,67722
1778149562.9240339,231819433,1,0,10,21,43358
1778149562.9248657,231819433,1,1,10,21,70582
1778149562.9257238,231819433,1,0,11,22,32015
1778149562.926555,231819433,2,0,4,8,67903
1778149562.9273472,231819433,2,1,4,8,39017
1778149562.9281478,231819433,2,0,10,20,41969
1778149562.9289417,231819433,2,1,10,21,69978
1778149562.929786,231819433,3,0,4,9,69185
1778149562.9305143,231819433,3,1,4,9,39905
1778149562.9312458,231819433,3,0,8,16,64933
1778149562.9320078,231819433,3,0,10,21,42211
1778149562.932753,231819433,3,1,10,21,70835
1778149562.933552,231920875,0,0,1,3,32752
1778149563.0142374,231920875,0,0,4,9,40449
1778149563.0151453,231920875,0,1,4,9,68800
1778149563.0158918,231920875,0,0,10,20,43261
1778149563.016678,231920875,0,1,10,20,71183
1778149563.017447,231920875,1,0,0,1,5614
1778149563.0181866,231920875,1,0,1,3,23587
1778149563.018959,231920875,1,0,4,9,39284
1778149563.019691,231920875,1,1,4,9,67314
1778149563.0204222,231920875,1,0,10,20,42837
1778149563.0212393,231920875,1,1,10,20,70089
1778149563.022032,231920875,1,0,11,22,32015
1778149563.022838,231920875,2,0,4,8,67569
1778149563.023529,231920875,2,1,4,9,38421
1778149563.0242891,231920875,2,0,10,20,41506
1778149563.0251927,231920875,2,1,10,20,69306
1778149563.0274282,231920875,3,0,4,9,68752
1778149563.028449,231920875,3,1,4,9,39389
1778149563.0291135,231920875,3,0,8,16,64933
1778149563.0295353,231920875,3,0,10,20,41597
1778149563.0300186,231920875,3,1,10,20,70245
1778149563.0309114,232022500,0,0,1,3,32752
1778149563.1161356,232022500,0,0,4,8,39915
1778149563.117047,232022500,0,1,4,8,68551
1778149563.117829,232022500,0,0,10,21,42610
1778149563.1186013,232022500,0,1,10,21,70755
1778149563.1194081,232022500,1,0,0,1,5614
1778149563.1201231,232022500,1,0,1,3,23587
1778149563.120899,232022500,1,0,4,8,38839
1778149563.1216426,232022500,1,1,4,8,67111
1778149563.1223342,232022500,1,0,10,21,42516
1778149563.123092,232022500,1,1,10,21,69772
1778149563.123952,232022500,1,0,11,22,32015
1778149563.1248076,232022500,2,0,4,8,67105
1778149563.125522,232022500,2,1,4,8,37878
1778149563.1262646,232022500,2,0,10,21,41105
1778149563.1270623,232022500,2,1,10,21,68817
1778149563.1282113,232022500,3,0,4,8,68340
1778149563.128807,232022500,3,1,4,8,38801
1778149563.1294823,232022500,3,0,8,16,64933
1778149563.130294,232022500,3,0,10,21,41148
1778149563.1310556,232022500,3,1,10,21,69701
1778149563.1318524,232124381,0,0,1,3,32752
1778149563.2181056,232124381,0,0,4,8,39467
1778149563.219472,232124381,0,1,4,8,68435
1778149563.2208774,232124381,0,0,10,21,42252
1778149563.2223618,232124381,0,1,10,21,70436
1778149563.223881,232124381,1,0,0,1,5614
1778149563.2250657,232124381,1,0,1,3,23587
1778149563.226238,232124381,1,0,4,8,38571
1778149563.227392,232124381,1,1,4,8,67031
1778149563.2286055,232124381,1,0,10,21,42334
1778149563.22993,232124381,1,1,10,21,69614
1778149563.2311237,232124381,1,0,11,22,32015
1778149563.2320871,232124381,2,0,4,9,66817
1778149563.233028,232124381,2,1,4,9,37498
1778149563.2339437,232124381,2,0,10,21,40834
1778149563.2349753,232124381,2,1,10,21,68453
1778149563.2359598,232124381,3,0,4,8,67998
1778149563.2368915,232124381,3,1,4,8,38256
1778149563.2377717,232124381,3,0,8,16,64933
1778149563.238552,232124381,3,0,10,21,40858
1778149563.239362,232124381,3,1,10,21,69241
1778149563.2401285,232226462,0,0,1,3,32752
1778149563.319939,232226462,0,0,4,9,39237
1778149563.3208113,232226462,0,1,4,9,68448
1778149563.3215475,232226462,0,0,10,21,41981
1778149563.3223677,232226462,0,1,10,21,70356
1778149563.323181,232226462,1,0,0,1,5614
1778149563.323915,232226462,1,0,1,3,23587
1778149563.3246326,232226462,1,0,4,9,38486
1778149563.325395,232226462,1,1,4,9,67121
1778149563.326143,232226462,1,0,10,20,42207
1778149563.3273578,232226462,1,1,10,21,69651
1778149563.3278954,232226462,1,0,11,22,32015
1778149563.3284664,232226462,2,0,4,9,66667
1778149563.3289077,232226462,2,1,4,9,37259
1778149563.3293052,232226462,2,0,10,20,40727
1778149563.3297198,232226462,2,1,10,20,68334
1778149563.3304443,232226462,3,0,4,9,67895
1778149563.3312013,232226462,3,1,4,9,37977
1778149563.3319767,232226462,3,0,8,16,64933
1778149563.33278,232226462,3,0,10,20,40512
1778149563.3335848,232226462,3,1,10,21,69069
1778149563.3344648,232328013,0,0,1,3,32752
1778149563.4222054,232328013,0,0,4,9,39099
1778149563.42361,232328013,0,1,4,9,68673
1778149563.4249914,232328013,0,0,10,20,41695
1778149563.426515,232328013,0,1,10,20,70415
1778149563.4279892,232328013,1,0,0,1,5614
1778149563.4292955,232328013,1,0,1,3,23587
1778149563.430759,232328013,1,0,4,9,38570
1778149563.4322357,232328013,1,1,4,9,67356
1778149563.4330125,232328013,1,0,10,20,42184
1778149563.4338176,232328013,1,1,10,20,69883
1778149563.4346006,232328013,1,0,11,22,32015
1778149563.4353955,232328013,2,0,4,9,66687
1778149563.4361024,232328013,2,1,4,9,37226
1778149563.4368377,232328013,2,0,10,21,40730
1778149563.4376307,232328013,2,1,10,21,68408
1778149563.4384384,232328013,3,0,4,9,67939
1778149563.4391482,232328013,3,1,4,9,37773
1778149563.4398906,232328013,3,0,8,16,64933
1778149563.4406545,232328013,3,0,10,20,40312
1778149563.4414384,232328013,3,1,10,20,69079
1778149563.4421837,232429656,0,0,1,3,32752
1778149563.5227644,232429656,0,0,4,8,38999
1778149563.523507,232429656,0,1,4,8,68976
1778149563.5241518,232429656,0,0,10,21,41458
1778149563.5248866,232429656,0,1,10,21,70614
1778149563.5256014,232429656,1,0,0,1,5614
1778149563.5267599,232429656,1,0,1,3,23587
1778149563.5274093,232429656,1,0,4,8,38686
1778149563.5280635,232429656,1,1,4,8,67719
1778149563.528679,232429656,1,0,10,21,42111
1778149563.5293074,232429656,1,1,10,21,70162
1778149563.5301514,232429656,1,0,11,22,32015
1778149563.531318,232429656,2,0,4,9,66882
1778149563.5319276,232429656,2,1,4,9,37271
1778149563.5331354,232429656,2,0,10,21,40736
1778149563.5342472,232429656,2,1,10,21,68616
1778149563.535335,232429656,3,0,4,8,68117
1778149563.5362315,232429656,3,1,4,8,37622
1778149563.5371218,232429656,3,0,8,16,64933
1778149563.5380554,232429656,3,0,10,21,40135
1778149563.5389876,232429656,3,1,10,21,69205
1778149563.5399344,232531111,0,0,1,3,32752
1778149563.6245537,232531111,0,0,4,8,38903
1778149563.625368,232531111,0,1,4,8,69255
1778149563.6260881,232531111,0,0,10,20,41244
1778149563.6268792,232531111,0,1,10,20,70788
1778149563.6276836,232531111,1,0,0,1,5614
1778149563.6283865,232531111,1,0,1,3,23587
1778149563.6291595,232531111,1,0,4,8,38701
1778149563.6299007,232531111,1,1,4,8,68000
1778149563.6306486,232531111,1,0,10,20,41975
1778149563.631454,232531111,1,1,10,20,70336
1778149563.6322258,232531111,1,0,11,22,32015
1778149563.6330187,232531111,2,0,4,9,67101
1778149563.6338403,232531111,2,1,4,9,37318
1778149563.6345794,232531111,2,0,10,20,40675
1778149563.6353784,232531111,2,1,10,21,68810
1778149563.6361442,232531111,3,0,4,8,68344
1778149563.636907,232531111,3,1,4,8,37559
1778149563.6379707,232531111,3,0,8,16,64933
1778149563.6387553,232531111,3,0,10,20,39927
1778149563.6395724,232531111,3,1,10,20,69367
1778149563.6403465,232632611,0,0,1,3,32752
1778149563.7259555,232632611,0,0,4,8,38874
1778149563.7268188,232632611,0,1,4,8,69513
1778149563.7275794,232632611,0,0,10,20,41092
1778149563.728447,232632611,0,1,10,21,70960
1778149563.7292857,232632611,1,0,0,1,5614
1778149563.7301285,232632611,1,0,1,3,23587
1778149563.7309535,232632611,1,0,4,8,38837
1778149563.7317543,232632611,1,1,4,8,68298
1778149563.7325432,232632611,1,0,10,20,41955
1778149563.7334218,232632611,1,1,10,21,70564
1778149563.7343469,232632611,1,0,11,22,32015
1778149563.7351675,232632611,2,0,4,8,67327
1778149563.7359552,232632611,2,1,4,8,37386
1778149563.7367406,232632611,2,0,10,20,40644
1778149563.737584,232632611,2,1,10,20,69034
1778149563.738418,232632611,3,0,4,8,68532
1778149563.7391782,232632611,3,1,4,8,37515
1778149563.739968,232632611,3,0,8,16,64933
1778149563.7407804,232632611,3,0,10,20,39851
1778149563.741628,232632611,3,1,10,21,69530
1778149563.7424672,232735266,0,0,1,3,32752
1778149563.8286803,232735266,0,0,4,9,38878
1778149563.830113,232735266,0,1,4,8,69692
1778149563.830881,232735266,0,0,10,20,41031
1778149563.8317003,232735266,0,1,10,20,71120
1778149563.8324838,232735266,1,0,0,1,5614
1778149563.8331628,232735266,1,0,1,3,23587
1778149563.833911,232735266,1,0,4,9,38988
1778149563.834653,232735266,1,1,4,9,68560
1778149563.835422,232735266,1,0,10,20,41987
1778149563.8361683,232735266,1,1,10,20,70767
1778149563.8369403,232735266,1,0,11,22,32015
1778149563.837763,232735266,2,0,4,8,67476
1778149563.8385468,232735266,2,1,4,8,37551
1778149563.8393483,232735266,2,0,10,20,40768
1778149563.840149,232735266,2,1,10,20,69241
1778149563.8409598,232735266,3,0,4,9,68670
1778149563.841696,232735266,3,1,4,9,37527
1778149563.8424292,232735266,3,0,8,16,64933
1778149563.8431559,232735266,3,0,10,20,39842
1778149563.8439424,232735266,3,1,10,20,69672
1778149563.8449697,232836845,0,0,1,3,32752
1778149563.9302876,232836845,0,0,4,8,38842
1778149563.9311388,232836845,0,1,4,8,69846
1778149563.9319162,232836845,0,0,10,20,40943
1778149563.932661,232836845,0,1,10,20,71223
1778149563.933452,232836845,1,0,0,1,5614
1778149563.934199,232836845,1,0,1,3,23587
1778149563.934924,232836845,1,0,4,8,39034
1778149563.9356413,232836845,1,1,4,8,68744
1778149563.9363694,232836845,1,0,10,20,41941
1778149563.937147,232836845,1,1,10,20,70892
1778149563.9379268,232836845,1,0,11,22,32015
1778149563.938681,232836845,2,0,4,8,67625
1778149563.939418,232836845,2,1,4,8,37646
1778149563.9401407,232836845,2,0,10,21,40770
1778149563.940942,232836845,2,1,10,21,69366
1778149563.942382,232836845,3,0,4,8,68785
1778149563.9433255,232836845,3,1,4,8,37515
1778149563.9440563,232836845,3,0,8,16,64933
1778149563.9448292,232836845,3,0,10,21,39770
1778149563.945586,232836845,3,1,10,20,69761
1778149563.9464173,232939412,0,0,1,3,32752
1778149564.0326848,232939412,0,0,4,8,38739
1778149564.0335338,232939412,0,1,4,8,70006
1778149564.034288,232939412,0,0,10,21,40804
1778149564.0350838,232939412,0,1,10,20,71336
1778149564.0359137,232939412,1,0,0,1,5614
1778149564.0376823,232939412,1,0,1,3,23587
1778149564.0386536,232939412,1,0,4,8,39005
1778149564.0391338,232939412,1,1,4,8,68909
1778149564.0395403,232939412,1,0,10,21,41856
1778149564.0399675,232939412,1,1,10,21,71066
1778149564.0404007,232939412,1,0,11,22,32015
1778149564.0408924,232939412,2,0,4,8,67783
1778149564.0412934,232939412,2,1,4,8,37658
1778149564.0417237,232939412,2,0,10,20,40752
1778149564.042388,232939412,2,1,10,20,69496
1778149564.043175,232939412,3,0,4,8,68879
1778149564.0438972,232939412,3,1,4,8,37407
1778149564.0446577,232939412,3,0,8,16,64933
1778149564.045465,232939412,3,0,10,21,39672
1778149564.046247,232939412,3,1,10,21,69895
1778149564.0470233,233040881,0,0,1,3,32752
1778149564.1339507,233040881,0,0,4,8,38534
1778149564.1351566,233040881,0,1,4,8,70138
1778149564.1359365,233040881,0,0,10,20,40617
1778149564.1367915,233040881,0,1,10,20,71498
1778149564.137633,233040881,1,0,0,1,5614
1778149564.1384542,233040881,1,0,1,3,23587
1778149564.1392746,233040881,1,0,4,8,38798
1778149564.1400535,233040881,1,1,4,8,69075
1778149564.140798,233040881,1,0,10,20,41701
1778149564.1416264,233040881,1,1,10,20,71234
1778149564.1424763,233040881,1,0,11,22,32015
1778149564.1433098,233040881,2,0,4,9,67908
1778149564.1441038,233040881,2,1,4,9,37522
1778149564.1448455,233040881,2,0,10,21,40626
1778149564.145688,233040881,2,1,10,21,69658
1778149564.1465235,233040881,3,0,4,8,68970
1778149564.1472979,233040881,3,1,4,8,37158
1778149564.148081,233040881,3,0,8,16,64933
1778149564.1488194,233040881,3,0,10,20,39509
1778149564.149266,233040881,3,1,10,20,70010
1778149564.1500492,233142457,0,0,1,3,32752
1778149564.235663,233142457,0,0,4,8,38254
1778149564.2364652,233142457,0,1,4,8,70274
1778149564.2372274,233142457,0,0,10,20,40374
1778149564.238033,233142457,0,1,10,20,71631
1778149564.238857,233142457,1,0,0,1,5614
1778149564.2396917,233142457,1,0,1,3,23587
1778149564.240442,233142457,1,0,4,9,38527
1778149564.241176,233142457,1,1,4,8,69213
1778149564.241902,233142457,1,0,10,20,41460
1778149564.2426727,233142457,1,1,10,20,71353
1778149564.2434824,233142457,1,0,11,22,32015
1778149564.2442827,233142457,2,0,4,8,68037
1778149564.245066,233142457,2,1,4,8,37288
1778149564.2458117,233142457,2,0,10,21,40394
1778149564.246588,233142457,2,1,10,21,69761
1778149564.247387,233142457,3,0,4,8,69097
1778149564.248136,233142457,3,1,4,9,36880
1778149564.2488887,233142457,3,0,8,16,64933
1778149564.2496047,233142457,3,0,10,20,39253
1778149564.2504005,233142457,3,1,10,20,70135
1778149564.2511985,233244937,0,0,1,3,32752
1778149564.33816,233244937,0,0,4,9,37972
1778149564.3388846,233244937,0,1,4,9,70448
1778149564.3396409,233244937,0,0,10,20,40072
1778149564.3404515,233244937,0,1,10,21,71810
1778149564.3412426,233244937,1,0,0,1,5614
1778149564.341899,233244937,1,0,1,3,23587
1778149564.3426547,233244937,1,0,4,8,38261
1778149564.3434072,233244937,1,1,4,9,69413
1778149564.3441613,233244937,1,0,10,20,41175
1778149564.3449118,233244937,1,1,10,21,71555
1778149564.3457325,233244937,1,0,11,22,32015
1778149564.3465228,233244937,2,0,4,8,68203
1778149564.3472188,233244937,2,1,4,8,37021
1778149564.3479211,233244937,2,0,10,20,40148
1778149564.3487148,233244937,2,1,10,20,69977
1778149564.3495386,233244937,3,0,4,9,69246
1778149564.3502858,233244937,3,1,4,8,36612
1778149564.350949,233244937,3,0,8,16,64933
1778149564.3517175,233244937,3,0,10,20,38958
1778149564.352502,233244937,3,1,10,21,70298
1778149564.3532856,233346578,0,0,1,3,32752
1778149564.4399812,233346578,0,0,4,8,37672
1778149564.4407818,233346578,0,1,4,8,70559
1778149564.4412138,233346578,0,0,10,21,39830
1778149564.441729,233346578,0,1,10,21,71950
1778149564.4421546,233346578,1,0,0,1,5614
1778149564.442555,233346578,1,0,1,3,23587
1778149564.4430442,233346578,1,0,4,8,37956
1778149564.443824,233346578,1,1,4,8,69528
1778149564.4446325,233346578,1,0,10,21,40933
1778149564.4454625,233346578,1,1,10,21,71703
1778149564.446312,233346578,1,0,11,22,32015
1778149564.4471395,233346578,2,0,4,8,68333
1778149564.4478898,233346578,2,1,4,8,36691
1778149564.4486883,233346578,2,0,10,21,39859
1778149564.4495058,233346578,2,1,10,21,70128
1778149564.4503472,233346578,3,0,4,8,69353
1778149564.4512558,233346578,3,1,4,8,36320
1778149564.4520383,233346578,3,0,8,16,64933
1778149564.452779,233346578,3,0,10,21,38702
1778149564.4532104,233346578,3,1,10,21,70421
1778149564.453786,233448111,0,0,1,3,32752
1778149564.5417223,233448111,0,0,4,9,37340
1778149564.5433602,233448111,0,1,4,8,70566
1778149564.544985,233448111,0,0,10,21,39659
1778149564.5458045,233448111,0,1,10,21,72023
1778149564.5467098,233448111,1,0,0,1,5614
1778149564.5475006,233448111,1,0,1,3,23587
1778149564.548299,233448111,1,0,4,9,37689
1778149564.5490954,233448111,1,1,4,9,69515
1778149564.549877,233448111,1,0,10,21,40768
1778149564.55069,233448111,1,1,10,21,71759
1778149564.551572,233448111,1,0,11,22,32015
1778149564.5524418,233448111,2,0,4,9,68352
1778149564.5532277,233448111,2,1,4,9,36467
1778149564.5540164,233448111,2,0,10,21,39645
1778149564.5548253,233448111,2,1,10,21,70175
1778149564.5556571,233448111,3,0,4,9,69345
1778149564.556449,233448111,3,1,4,9,36052
1778149564.55725,233448111,3,0,8,16,64933
1778149564.5580509,233448111,3,0,10,21,38514
1778149564.5588841,233448111,3,1,10,21,70476
