time_s,sensor,sweep,basestation,polynomial,lfsr_location
1777473105.3068135,2,1,4,8,52195
1777473105.310239,2,1,10,21,59804
1777473105.3956847,2,0,4,9,90556
1777473105.4003851,2,0,10,20,23107
1777473105.4077952,2,1,4,9,52620
1777473105.4108117,2,1,10,20,59798
1777473105.5028174,2,0,4,8,90553
1777473105.5079327,2,0,10,20,23113
1777473105.5139544,2,1,4,8,52203
1777473105.5168314,2,1,10,20,59799
1777473105.6080523,2,0,4,9,90544
1777473105.6133893,2,0,10,20,23467
1777473105.619603,2,1,4,8,52616
1777473105.6234026,2,1,10,20,59811
1777473105.7085094,2,0,4,9,90004
1777473105.7139952,2,0,10,20,23463
1777473105.7200046,2,1,4,9,52200
1777473105.7234323,2,1,10,20,59801
1777473105.8121269,2,0,4,9,90543
1777473105.8172395,2,0,10,20,23122
1777473105.8241093,2,1,4,9,52608
1777473105.8285754,2,1,10,20,59252
1777473105.920913,2,0,4,8,90547
1777473105.9256356,2,0,10,21,23468
1777473105.9317827,2,1,4,8,52193
1777473105.9348485,2,1,10,21,59812
1777473106.0156984,2,0,4,8,90543
1777473106.0205607,2,0,10,20,23120
1777473106.0274537,2,1,4,8,52191
1777473106.0304604,2,1,10,21,59810
1777473106.1207929,2,0,4,8,90549
1777473106.1276526,2,0,10,21,23118
1777473106.133797,2,1,4,9,52617
1777473106.1367269,2,1,10,21,59810
1777473106.2259777,2,0,4,9,90545
1777473106.2307057,2,0,10,20,23113
1777473106.236678,2,1,4,9,52617
1777473106.2401197,2,1,10,21,59803
1777473106.3286104,2,0,4,8,90548
1777473106.3339806,2,0,10,21,23466
1777473106.3411791,2,1,4,8,52617
1777473106.344395,2,1,10,20,59805
1777473106.4312499,2,0,4,8,90551
1777473106.4365125,2,0,10,20,23116
1777473106.4445596,2,1,4,8,52194
1777473106.4471095,2,1,10,20,59804
1777473106.5357823,2,0,4,9,90545
1777473106.5414767,2,0,10,21,23114
1777473106.5481715,2,1,4,9,52617
1777473106.5512192,2,1,10,20,59803
1777473106.63935,2,0,4,8,90011
1777473106.64479,2,0,10,20,23116
1777473106.6508353,2,1,4,8,52195
1777473106.6536586,2,1,10,20,59805
1777473106.7404177,2,0,4,9,89988
1777473106.745659,2,0,10,20,23116
1777473106.7516158,2,1,4,9,52193
1777473106.7549374,2,1,10,21,59808
1777473106.8463936,2,0,4,9,90545
1777473106.8631449,2,0,10,20,23464
1777473106.8698764,2,1,4,8,52193
1777473106.8748107,2,1,10,20,59806
1777473106.945008,2,0,4,9,90545
1777473106.9496064,2,0,10,21,23468
1777473106.9544163,2,1,4,8,52193
1777473106.9567525,2,1,10,21,59807
1777473107.049762,2,0,4,9,90001
1777473107.0539136,2,0,10,21,23467
1777473107.0609682,2,1,4,9,52617
1777473107.063479,2,1,10,21,59808
1777473107.1527548,2,0,4,8,90547
1777473107.1591096,2,0,10,20,23118
1777473107.1658034,2,1,4,8,52616
1777473107.1690555,2,1,10,20,59251
