time_s,sensor,sweep,basestation,polynomial,lfsr_location
1777473025.8901017,2,1,10,20,23202
1777473025.9846764,2,0,4,9,52567
1777473025.9907525,2,0,10,20,59889
1777473025.9975617,2,1,4,8,90496
1777473026.0005975,2,1,10,20,23542
1777473026.0870738,2,0,4,8,52566
1777473026.0924153,2,0,10,21,59892
1777473026.0979688,2,1,4,8,90498
1777473026.100589,2,1,10,20,23540
1777473026.1903243,2,0,4,8,52568
1777473026.1951783,2,0,10,20,59891
1777473026.20058,2,1,4,8,90498
1777473026.2027717,2,1,10,20,23201
1777473026.294355,2,0,4,8,52564
1777473026.300255,2,0,10,20,59892
1777473026.3067238,2,1,4,8,90497
1777473026.3092105,2,1,10,20,23543
1777473026.3959422,2,0,4,8,52563
1777473026.401939,2,0,10,21,59890
1777473026.4255362,2,1,4,9,90499
1777473026.4288602,2,1,10,21,23200
1777473026.4983933,2,0,4,9,52568
1777473026.5039604,2,0,10,21,59892
1777473026.510536,2,1,4,9,90499
1777473026.512928,2,1,10,21,23538
1777473026.6033452,2,0,4,8,52571
1777473026.6095896,2,0,10,20,59892
1777473026.6151276,2,1,4,8,90498
1777473026.617532,2,1,10,21,23538
1777473026.7093508,2,0,4,8,52565
1777473026.7143402,2,0,10,21,59893
1777473026.719462,2,1,4,8,90496
1777473026.7231,2,1,10,21,23542
1777473026.8094945,2,0,4,8,52568
1777473026.815251,2,0,10,21,59891
1777473026.821678,2,1,4,8,90498
1777473026.8238144,2,1,10,21,23199
1777473026.9108088,2,0,4,8,52566
1777473026.9162095,2,0,10,20,59889
1777473026.9270964,2,1,4,9,90499
1777473026.9299655,2,1,10,20,23201
1777473027.016115,2,0,4,8,52571
1777473027.0217588,2,0,10,20,59891
1777473027.0278606,2,1,4,8,90497
1777473027.0303414,2,1,10,20,23542
1777473027.1229517,2,0,4,9,52567
1777473027.1276,2,0,10,20,59889
1777473027.1335342,2,1,4,9,90499
1777473027.1376004,2,1,10,20,23201
1777473027.2167442,2,0,4,8,52568
1777473027.2197976,2,0,10,20,59890
1777473027.2244372,2,1,4,8,90498
1777473027.2263315,2,1,10,20,23542
1777473027.3207884,2,0,4,8,52568
1777473027.3258786,2,0,10,21,59889
1777473027.330889,2,1,4,8,90031
1777473027.3333054,2,1,10,21,23538
1777473027.42525,2,0,4,9,52568
1777473027.4299302,2,0,10,21,59892
1777473027.4358304,2,1,4,8,90034
1777473027.4390972,2,1,10,21,23200
1777473027.5274441,2,0,4,9,52567
1777473027.5326326,2,0,10,21,59890
1777473027.539137,2,1,4,9,90499
1777473027.541413,2,1,10,21,23540
1777473027.6333117,2,0,4,8,52570
1777473027.6378932,2,0,10,21,59889
1777473027.643271,2,1,4,8,90498
1777473027.6455052,2,1,10,21,23538
1777473027.7372932,2,0,4,8,52571
1777473027.7420928,2,0,10,20,59892
1777473027.748356,2,1,4,9,90499
1777473027.7506948,2,1,10,20,23201
1777473027.8409228,2,0,4,9,52568
1777473027.8463142,2,0,10,20,59888
1777473027.8519063,2,1,4,9,90025
1777473027.854932,2,1,10,20,23542
1777473027.9430394,2,0,4,8,52151
1777473027.9480987,2,0,10,21,59890
1777473027.9532776,2,1,4,8,90498
1777473027.956345,2,1,10,20,23201
1777473028.0438023,2,0,4,8,52571
1777473028.049729,2,0,10,20,59889
1777473028.0549579,2,1,4,8,90498
1777473028.0568242,2,1,10,20,23541
1777473028.1441894,2,0,4,9,52568
1777473028.1486523,2,0,10,21,59891
1777473028.1557553,2,1,4,9,90499
1777473028.1581054,2,1,10,21,23537
1777473028.249132,2,0,4,9,52567
1777473028.2528164,2,0,10,21,59889
1777473028.2575693,2,1,4,9,90500
1777473028.2590048,2,1,10,20,23542
1777473028.3523989,2,0,4,8,52571
1777473028.3576348,2,0,10,21,59888
1777473028.3630288,2,1,4,8,90498
1777473028.36528,2,1,10,21,23535
1777473028.456965,2,0,4,9,52568
1777473028.4619384,2,0,10,21,59889
1777473028.4668257,2,1,4,9,90500
1777473028.4691207,2,1,10,21,23199
1777473028.5589967,2,0,4,9,52570
1777473028.5643394,2,0,10,20,59887
1777473028.571063,2,1,4,9,90499
1777473028.5745132,2,1,10,21,23198
